IDrace,gene_sz_race_name,gene_sz_abbreviation,gene_sz_filename,fkIDcountry,fkIDrace_class,fkIDfirst_stage,fkIDlast_stage,gene_f_popularity,gene_i_number_stages,gene_sz_mailOrganisateur,gene_ilist_fkIDteam,gene_ilist_objectif_info,CONSTANT,gene_sz_classification_xml,gene_f_organisateur_coeff,fkIDrace_type,gene_b_national_tour,fkID_iconic_region,gene_i_comfort,gene_b_aso,gene_sz_currentvariant,value_i_prime,gene_b_selected,value_i_offsetLeapYear
897,Vietnam - National Road Championships,VNM RR,nat-vnm,124,22,1897,1897,4.0,1,organisateurs@vietnam-rr.vn,(),(),champ_vietnam,cont_12,0.0,9,0,0,4,0,,8076,1,0
898,Zimbabwe - National Championships ITT,ZIM TT,natitt-zim,62,23,1898,1898,1.0,1,secretarygeneral@cyclingzimbabwe.org,(),(),champ_zimbabwe_itt,default,1.0,13,0,0,2,0,,2635,1,0
899,Zimbabwe - National Road Championships,ZIM RR,nat-zim,62,22,1899,1899,2.0,1,secretarygeneral@cyclingzimbabwe.org,(),(),champ_zimbabwe,cont_12,1.0,9,0,0,4,0,,2634,1,0
900,Bermuda - National Championships ITT,BER TT,natitt-ber,63,23,1900,1900,1.0,1,info@bermudabicycle.org,(),(),champ_bermuda_itt,default,0.0,13,0,0,2,0,,2202,1,0
901,Bermuda - National Road Championships,BER RR,nat-ber,63,22,1901,1901,2.0,1,info@bermudabicycle.org,(),(),champ_bermuda,cont_12,0.0,9,0,0,4,0,,2201,1,0
902,Ivory Coast - National Championships ITT,CIV TT,natitt-civ,52,23,1902,1902,1.0,1,federationivoiriennedecyclisme09@yahoo.fr,(),(),champ_cotedivoire_itt,default,0.0,13,0,0,2,0,,0,1,0
903,Ivory Coast - National Road Championships,CIV RR,nat-civ,52,22,1903,1903,2.0,1,federationivoiriennedecyclisme09@yahoo.fr,(),(),champ_cotedivoire,cont_12,0.0,9,0,0,4,0,,0,1,0
904,Curaçao - National Championships ITT,CUW TT,natitt-cuw,93,23,1904,1904,1.0,1,organisateurs@curacao-ch.cw,(),(),champ_curacao_itt,default,0.0,13,0,0,2,0,,2649,1,0
905,Curaçao - National Road Championships,CUW RR,nat-cuw,93,22,1905,1905,2.0,1,organisateurs@curacao-rr.cw,(),(),champ_curacao,cont_12,0.0,9,0,0,4,0,,6377,1,0
906,Guyana - National Championships ITT,GUY TT,natitt-guy,122,23,1906,1906,1.0,1,organisateurs@guyana-ch.gy,(),(),champ_guyana_itt,default,0.0,13,0,0,2,0,,2625,1,0
907,Guyana - National Road Championships,GUY RR,nat-guy,122,22,1907,1907,2.0,1,organisateurs@guyana-rr.gy,(),(),champ_guyana,cont_12,0.0,9,0,0,4,0,,2624,1,0
908,India - National Championships ITT,IND TT,natitt-ind,86,23,1908,1908,2.0,1,cyclingfederationofindia@gmail.com,(),(),champ_india_itt,default,0.0,13,0,0,2,0,,0,1,0
909,India - National Road Championships,IND RR,nat-ind,86,22,1909,1909,4.0,1,cyclingfederationofindia@gmail.com,(),(),champ_india,cont_12,0.0,9,0,0,4,0,,0,1,0
910,Iceland - National Championships ITT,ISL TT,natitt-isl,100,23,1910,1910,2.0,1,hri@hri.is,(),(),champ_iceland_itt,default,0.0,13,0,0,2,0,,3354,1,0
911,Iceland - National Road Championships,ISL RR,nat-isl,100,22,1911,1911,4.0,1,hri@hri.is,(),(),champ_iceland,cont_12,0.0,9,0,0,4,0,,3353,1,0
912,Sri-Lanka - National Championships ITT,LKA TT,natitt-lka,130,23,1912,1912,1.0,1,organisateurs@srilanka-ch.lk,(),(),champ_srilanka_itt,default,0.0,13,0,0,2,0,,9952,1,0
913,Sri-Lanka - National Road Championships,LKA RR,nat-lka,130,22,1913,1913,2.0,1,organisateurs@srilanka-rr.lk,(),(),champ_srilanka,cont_12,0.0,9,0,0,4,0,,9953,1,0
914,Lesotho - National Championships ITT,LSO TT,natitt-lso,76,23,1914,1914,1.0,1,makatilerammotang@yahoo.com,(),(),champ_lesotho_itt,default,0.0,13,0,0,2,0,,25948,1,0
915,Lesotho - National Road Championships,LSO RR,nat-lso,76,22,1915,1915,2.0,1,makatilerammotang@yahoo.com,(),(),champ_lesotho,cont_12,0.0,9,0,0,4,0,,15339,1,0
916,Mauritius - National Championships ITT,MUS TT,natitt-mus,75,23,1916,1916,3.0,1,amcyclisme@intnet.mu,(),(),champ_mauritius_itt,default,0.0,13,0,0,2,0,,2377,1,0
917,Mauritius - National Road Championships,MUS RR,nat-mus,75,22,1917,1917,6.0,1,amcyclisme@intnet.mu,(),(),champ_mauritius,cont_12,0.0,9,0,0,4,0,,2376,1,0
918,Namibia - National Championships ITT,NAM TT,natitt-nam,73,23,1918,1918,1.0,1,info@namcf.org,(),(),champ_namibia_itt,default,1.0,13,0,0,2,0,,1178,1,0
919,Namibia - National Road Championships,NAM RR,nat-nam,73,22,1919,1919,2.0,1,info@namcf.org,(),(),champ_namibia,cont_12,1.0,9,0,0,4,0,,1177,1,0
920,Nigeria - National Championships ITT,NGA TT,natitt-nga,128,23,1920,1920,1.0,1,organisateurs@nigeria-ch.ng,(),(),champ_nigeria_itt,default,0.0,13,0,0,2,0,,0,1,0
921,Nigeria - National Road Championships,NGA RR,nat-nga,128,22,1921,1921,2.0,1,organisateurs@nigeria-rr.ng,(),(),champ_nigeria,cont_12,0.0,9,0,0,4,0,,21265,1,0
922,Pakistan - National Championships ITT,PAK TT,natitt-pak,87,23,1922,1922,1.0,1,pakistan.cycling@pcf.com.pk,(),(),champ_pakistan_itt,default,0.0,13,0,0,2,0,,8085,1,0
923,Pakistan - National Road Championships,PAK RR,nat-pak,87,22,1923,1923,2.0,1,pakistan.cycling@pcf.com.pk,(),(),champ_pakistan,cont_12,0.0,9,0,0,4,0,,8084,1,0
924,Qatar - National Championships ITT,QAT TT,natitt-qat,59,23,1924,1924,2.0,1,organisateurs@qatar-ch.qa,(),(),champ_qatar_itt,default,0.0,13,0,0,2,0,,11264,1,0
925,Qatar - National Road Championships,QAT RR,nat-qat,59,22,1925,1925,4.0,1,organisateurs@qatar-rr.qa,(),(),champ_qatar,cont_12,0.0,9,0,0,4,0,,10953,1,0
926,Syria - National Championships ITT,SYR TT,natitt-syr,81,23,1926,1926,1.0,1,organisateurs@syria-ch.sy,(),(),champ_syria_itt,default,0.0,13,0,0,2,0,,0,1,0
927,Syria - National Road Championships,SYR RR,nat-syr,81,22,1927,1927,2.0,1,organisateurs@syria-rr.sy,(),(),champ_syria,cont_12,0.0,9,0,0,4,0,,0,1,0
928,Timor - National Championships ITT,TLS TT,natitt-tls,126,23,1928,1928,1.0,1,organisateurs@timor-ch.tl,(),(),champ_timor_itt,default,0.0,13,0,0,2,0,,0,1,0
929,Timor - National Road Championships,TLS RR,nat-tls,126,22,1929,1929,2.0,1,organisateurs@timor-rr.tl,(),(),champ_timor,cont_12,0.0,9,0,0,4,0,,0,1,0
930,Taiwan - National Championships ITT,TWN TT,natitt-twn,84,23,1930,1930,1.0,1,organisateurs@taiwan-ch.tw,(),(),champ_taiwan_itt,default,0.0,13,0,0,2,0,,8068,1,0
931,Taiwan - National Road Championships,TWN RR,nat-twn,84,22,1931,1931,4.0,1,organisateurs@taiwan-rr.tw,(),(),champ_taiwan,cont_12,0.0,9,0,0,4,0,,8067,1,0
932,Kyrgyzstan - National Championships ITT,KGZ TT,natitt-kyr,48,23,1932,1932,1.0,1,organisateurs@kyrgyzstan-ch.kg,(),(),champ_kyrgyzstan_itt,default,0.0,13,0,0,2,0,,3629,1,0
933,Kyrgyzstan - National Road Championships,KGZ RR,nat-kyr,48,22,1933,1933,2.0,1,organisateurs@kyrgyzstan-rr.kg,(),(),champ_kyrgyzstan,cont_12,0.0,9,0,0,4,0,,3628,1,0
934,Kenya - National Championships ITT,KEN TT,natitt-ken,58,23,1934,1934,1.0,1,organisateurs@kenya-ch.ke,(),(),champ_kenya_itt,default,0.0,13,0,0,2,0,,0,1,0
935,Kenya - National Road Championships,KEN RR,nat-ken,58,22,1935,1935,3.0,1,organisateurs@kenya-rr.ke,(),(),champ_kenya,cont_12,0.0,9,0,0,4,0,,0,1,0
936,Armenia - National Championships ITT,ARM TT,natitt-arm,123,23,1936,1936,1.0,1,organisateurs@armenia-ch.am,(),(),champ_armenia_itt,default,0.0,13,0,0,2,0,,0,1,0
937,Armenia - National Road Championships,ARM RR,nat-arm,123,22,1937,1937,2.0,1,organisateurs@armenia-rr.am,(),(),champ_armenia,cont_12,0.0,9,0,0,4,0,,0,1,0
938,Moldova - National Championships ITT,MOL TT,natitt-mdv,39,23,1938,1938,1.0,1,moldciclism@gmail.com,(),(),champ_moldova_itt,default,0.0,13,0,0,2,0,,2528,1,0
939,Moldova - National Road Championships,MOL RR,nat-mdv,39,22,1939,1939,3.0,1,moldciclism@gmail.com,(),(),champ_moldova,cont_12,0.0,9,0,0,4,0,,2527,1,0
940,Mexico - National Championships ITT,MEX TT,natitt-mex,23,23,1940,1940,4.0,1,organisateurs@mexico-ch.mx,(),(),champ_mexico_itt,default,0.0,13,0,0,2,0,,2505,1,0
941,Mexico - National Road Championships,MEX RR,nat-mex,23,22,1941,1941,10.0,1,organisateurs@mexico-rr.mx,(),(),champ_mexico,cont_12,0.0,9,0,0,4,0,,2502,1,0
942,Monaco - National Championships ITT,MCO TT,natitt-mon,111,23,1942,1942,1.0,1,organisateurs@monaco-ch.mc,(),(),champ_monaco_itt,default,0.0,13,0,0,2,0,,0,1,0
943,Monaco - National Road Championships,MCO RR,nat-mon,111,22,1943,1943,2.0,1,organisateurs@monaco-rr.mc,(),(),champ_monaco,cont_12,0.0,9,0,0,4,0,,0,1,0
944,Czech Republic - National Championships ITT,CZE TT,natitt-cze,33,23,1944,1944,8.0,1,balaztomas76@gmail.com,(),(),champ_czechrepublic_itt,default,0.0,13,0,0,2,0,,2447,1,0
945,Estonia - National Road Championships,EST RR,nat-est,12,22,1945,1945,10.0,1,ejl@ejl.ee,(),(),champ_estonia,cont_12,0.0,9,0,0,4,0,,15785,1,0
946,Austria - National Championships ITT,AUT TT,natitt-aut,37,23,1946,1946,8.0,1,office@lrv-noe.at,(),(),champ_austria_itt,default,0.0,13,0,0,2,0,,2422,1,0
947,Japan - National Championships ITT,JPN TT,natitt-jpn,21,23,1947,1947,6.0,1,cycling@japan-sports.or.jp,(),(),champ_japan_itt,default,0.0,13,0,0,2,0,,2344,1,0
948,Kazakhstan - National Championships ITT,KAZ TT,natitt-kaz,13,23,1948,1948,4.0,1,info@cycling.kz,(),(),champ_kazakhstan_itt,default,0.0,13,0,0,2,0,,2418,1,0
949,Lithuania - National Championships ITT,LTU TT,natitt-ltu,14,23,1949,1949,5.0,1,info@ldsf.lt,(),(),champ_lithuania_itt,default,0.0,13,0,0,2,0,,2456,1,0
950,Lithuania - National Road Championships,LTU RR,nat-ltu,14,22,1950,1950,10.0,1,info@ldsf.lt,(),(),champ_lithuania,cont_12,0.0,9,0,0,4,0,,15785,1,0
951,Serbia - National Road Championships,SER RR,nat-ser,50,22,1951,1951,5.0,1,office@bss.rs,(),(),champ_serbia,cont_12,0.0,9,0,0,4,0,,2650,1,0
952,Malaysia - National Road Championships,MAS RR,nat-mas,49,22,1952,1952,11.0,1,mncf@mail.com,(),(),champ_malaysia,cont_12,0.0,9,0,0,4,0,,1841,1,0
953,Greece - National Road Championships,GRE RR,nat-gre,60,22,1953,1953,6.0,1,info@eop.cosmotemail.gr,(),(),champ_greece,cont_12,0.0,9,0,0,4,0,,2518,1,0
954,Greece - National Championships ITT,GRE TT,natitt-gre,60,23,1954,1954,3.0,1,info@eop.cosmotemail.gr,(),(),champ_greece_itt,default,0.0,13,0,0,2,0,,2519,1,0
955,Malaysia - National Championships ITT,MAS TT,natitt-mas,49,23,1955,1955,6.0,1,mncf@mail.com,(),(),champ_malaysia_itt,default,0.0,13,0,0,2,0,,1842,1,0
956,Serbia - National Championships ITT,SER TT,natitt-ser,50,23,1956,1956,3.0,1,office@bss.rs,(),(),champ_serbia_itt,default,0.0,13,0,0,2,0,,2651,1,0
958,Chile - National Championships ITT,CHL TT,natitt-chl,69,23,1958,1958,2.0,1,secretaria@fdnciclismochile.cl,(),(),champ_chile_itt,default,0.0,13,0,0,2,0,,1215,1,0
960,Antwerp Port Epic / Sels Trophy,PortEpic,c1_portepic,4,17,1960,1960,21.0,1,secretariaat@karakterkoersen.be,"(37,34,33,10,15,12,35,70,100,42,9,22,176,69,25,236,99,81,87,327,158,409,110)",(),portepic,cont_11,1.0,11,0,0,3,0,,10204,1,0
961,Uruguay - National Championships ITT,URU TT,natitt-uru,67,23,1961,1961,3.0,1,federacionciclistauruguaya@gmail.com,(),(),champ_uruguay_itt,default,1.0,13,0,0,2,0,,1238,1,0
962,Costa Rica - National Championships ITT,CRC TT,natitt-crc,61,23,1962,1962,2.0,1,fecoci@fecoci.net,(),(),champ_costarica_itt,default,0.0,13,0,0,2,0,,2394,1,0
963,China - National Championships ITT,CHI TT,natitt-chi,25,23,1963,1963,5.0,1,admin@chncycling.com,(),(),champ_china_itt,default,0.0,13,0,0,2,0,,3530,1,0
964,Bolivia - National Championships ITT,BOL TT,natitt-bol,92,23,1964,1964,1.0,1,javierciclismo@hotmail.com,(),(),champ_bolivia_itt,default,0.0,13,0,0,2,0,,1846,1,0
965,Sweden - National Road Championships,SWD RR,nat-swe,32,22,1965,1965,9.0,1,goranmattsson.uck@hotmail.com,(),(),champ_sweden,cont_12,0.0,9,0,0,4,0,,2407,1,0
966,Costa Rica - National Road Championships,CRC RR,nat-crc,61,22,1966,1966,6.0,1,fecoci@fecoci.net,(),(),champ_costarica,cont_12,0.0,9,0,0,4,0,,2393,1,0
967,Canada - National Road Championships,CAN RR,nat-can,22,22,1967,1967,14.0,1,athletes@donorthevents.ca,(),(),champ_canada,cont_12,0.0,9,0,0,4,0,,2411,1,0
968,United Arab Emirates - National Championships ITT,UAE TT,natitt-uae,105,23,1968,1968,3.0,1,uaecyclingfederation@gmail.com,(),(),champ_uae_itt,default,0.0,13,0,0,2,0,,1479,1,0
969,Türkiye - National Road Championships,TUR RR,nat-tur,71,22,1969,1969,10.0,1,info@bisiklet.gov.tr,(),(),champ_turkey,cont_12,0.0,9,0,0,4,0,,2508,1,0
970,Türkiye - National Championships ITT,TUR TT,natitt-tur,71,23,1970,1970,3.0,1,info@bisiklet.gov.tr,(),(),champ_turkey_itt,default,0.0,13,0,0,2,0,,2509,1,0
971,Indonesia - National Championships ITT,IDN TT,natitt-idn,85,23,1971,1971,4.0,1,contact@icf.id,(),(),champ_indonesia_itt,default,0.0,13,0,0,2,0,,10014,1,0
972,Indonesia - National Road Championships,IDN RR,nat-idn,85,22,1972,1972,10.0,1,contact@icf.id,(),(),champ_indonesia,cont_12,0.0,9,0,0,4,0,,10015,1,0
973,Ecuador - National Road Championships,ECU RR,nat-ecu,94,22,1973,1973,13.0,1,secretaria@fec.ec,(),(),champ_ecuador,cont_12,0.0,9,0,0,4,0,,2557,1,0
974,Ecuador - National Championships ITT,ECU ITT,natitt-ecu,94,23,1974,1974,6.0,1,secretaria@fec.ec,(),(),champ_ecuador_itt,default,0.0,13,0,0,2,0,,2558,1,0
975,Luxembourg - National Road Championships,LUX RR,nat-lux,19,22,1975,1975,11.0,1,m.hofmann@hbs-systemabdichtungen.ch,(),(),champ_luxembourg,cont_12,0.0,9,0,0,4,0,,2401,1,0
976,Luxembourg - National Championships ITT,LUX TT,natitt-lux,19,23,1976,1976,7.0,1,m.hofmann@hbs-systemabdichtungen.ch,(),(),champ_luxembourg_itt,default,0.0,13,0,0,2,0,,2402,1,0
977,Israel - National Road Championships,ISR RR,nat-isr,70,22,1977,1977,10.0,1,contact@israelcycling.org.il,(),(),champ_israel,cont_12,0.0,9,0,0,4,0,,2437,1,0
978,Israel - National Championships ITT,ISR TT,natitt-isr,70,23,1978,1978,4.0,1,contact@israelcycling.org.il,(),(),champ_israel_itt,default,0.0,13,0,0,2,0,,2438,1,0
979,Albania - National Road Championships,ALB RR,nat-alb,97,22,1979,1979,2.0,1,info@albcycling.al,(),(),champ_albania,cont_12,0.0,9,0,0,4,0,,2514,1,0
980,Albania - National Championships ITT,ALB TT,natitt-alb,97,23,1980,1980,1.0,1,info@albcycling.al,(),(),champ_albania_itt,default,0.0,13,0,0,2,0,,2515,1,0
981,Bulgaria - National Road Championships,BUL RR,nat-blg,54,22,1981,1981,6.0,1,admin@bgcf.bg,(),(),champ_bulgaria,cont_12,0.0,9,0,0,4,0,,2642,1,0
982,Bulgaria - National Championships ITT,BUL TT,natitt-blg,54,23,1982,1982,2.0,1,admin@bgcf.bg,(),(),champ_bulgaria_itt,default,0.0,13,0,0,2,0,,2645,1,0
983,Belarus - National Road Championships,BLR RR,nat-blr,43,22,1983,1983,6.0,1,info@cyclingrcop.by,(),(),champ_belarus,cont_12,0.0,9,0,0,4,0,,2474,1,0
984,Belarus - National Championships ITT,BLR TT,natitt-blr,43,23,1984,1984,2.0,1,info@cyclingrcop.by,(),(),champ_belarus_itt,default,0.0,13,0,0,2,0,,2475,1,0
985,Brazil - National Road Championships,BRA RR,nat-bra,56,22,1985,1985,7.0,1,cbc@cbc.esp.br,(),(),champ_brazil,cont_12,0.0,9,0,0,4,0,,1888,1,0
986,Brazil - National Championships ITT,BRA TT,natitt-bra,56,23,1986,1986,3.0,1,cbc@cbc.esp.br,(),(),champ_brazil_itt,default,0.0,13,0,0,2,0,,1889,1,0
987,Finland - National Road Championships,FIN RR,nat-fin,47,22,1987,1987,6.0,1,mathias.hannus@akilles.fi,(),(),champ_finland,cont_12,0.0,9,0,0,4,0,,2367,1,0
988,Finland - National Championships ITT,FIN TT,natitt-fin,47,23,1988,1988,3.0,1,mathias.hannus@akilles.fi,(),(),champ_finland_itt,default,0.0,13,0,0,2,0,,2368,1,0
989,Hong Kong - National Road Championships,HKG RR,nat-hkg,80,22,1989,1989,4.0,1,jacob.y@cycling.org.hk,(),(),champ_hongkong,cont_12,0.0,9,0,0,4,0,,2638,1,0
990,Hong Kong - National Championships ITT,HKG TT,natitt-hkg,80,23,1990,1990,2.0,1,jacob.y@cycling.org.hk,(),(),champ_hongkong_itt,default,0.0,13,0,0,2,0,,2639,1,0
991,Rwanda - National Road Championships,RWA RR,nat-rwa,42,22,1991,1991,14.0,1,ferwacy@yahoo.fr,(),(),champ_rwanda,cont_12,0.0,9,0,0,4,0,,2648,1,0
992,Rwanda - National Championships ITT,RWA TT,natitt-rwa,42,23,1992,1992,4.0,1,ferwacy@yahoo.fr,(),(),champ_rwanda_itt,default,0.0,13,0,0,2,0,,2647,1,0
993,San Marino - National Road Championships,SMR RR,nat-smr,65,22,1993,1993,2.0,1,organisateurs@sanmarino-rr.sm,(),(),champ_sanmarino,cont_12,0.0,9,0,0,4,0,,0,1,0
994,San Marino - National Championships ITT,SMR TT,natitt-smr,65,23,1994,1994,1.0,1,organisateurs@sanmarino-ch.sm,(),(),champ_sanmarino_itt,default,0.0,13,0,0,2,0,,0,1,0
995,Norway - National Championships ITT,NOR TT,natitt-nor,35,23,1995,1995,14.0,1,cato.karbol@sykling.no,(),(),champ_norway_itt,default,0.0,13,0,0,2,0,,216,1,0
997,Mongolia - National Championships ITT,MNG TT,natitt-mng,83,23,1997,1997,3.0,1,cyclingfederationofmongolia@gmail.com,(),(),champ_mongolia_itt,default,0.0,13,0,0,2,0,,3618,1,0
998,Mongolia - National Road Championships,MNG RR,nat-mng,83,22,1998,1998,5.0,1,cyclingfederationofmongolia@gmail.com,(),(),champ_mongolia,cont_12,0.0,9,0,0,4,0,,3617,1,0
999,Switzerland - National Championships ITT,SWI TT,natitt-swi,17,23,1999,1999,13.0,1,lukas.stieger@rvwetzikon.ch,(),(),champ_switzerland_itt,default,0.0,13,0,0,2,0,,2228,1,0
